date,location_identifier,transactions
2016-04-09,location_23,1071
2016-04-09,location_24,2394
2016-04-09,location_25,922
2016-04-09,location_26,556
2016-04-09,location_27,1311
2016-04-09,location_28,940
2016-04-09,location_30,667
2016-04-09,location_31,1174
2016-04-09,location_32,555
2016-04-09,location_33,996
2016-04-09,location_34,2408
2016-04-09,location_35,526
2016-04-09,location_36,953
2016-04-09,location_37,1698
2016-04-09,location_38,1730
2016-04-09,location_39,1240
2016-04-09,location_40,1207
2016-04-09,location_41,1000
2016-04-09,location_43,1254
2016-04-09,location_44,4315
2016-04-09,location_45,3459
2016-04-09,location_46,3204
2016-04-09,location_47,3699
2016-04-09,location_48,2607
2016-04-09,location_49,2438
2016-04-09,location_50,2310
2016-04-09,location_51,1740
2016-04-09,location_54,697
2016-04-10,location_1,1770
2016-04-10,location_2,1920
2016-04-10,location_3,2963
2016-04-10,location_4,1473
2016-04-10,location_5,1265
2016-04-10,location_6,1750
2016-04-10,location_7,1822
2016-04-10,location_8,2825
2016-04-10,location_9,2023
2016-04-10,location_10,1042
2016-04-10,location_11,2295
2016-04-10,location_12,1372
2016-04-10,location_13,924
2016-04-10,location_14,1571
2016-04-10,location_15,1338
2016-04-10,location_16,830
2016-04-10,location_17,1190
2016-04-10,location_18,1541
2016-04-10,location_19,1099
2016-04-10,location_23,1119
2016-04-10,location_24,2155
2016-04-10,location_25,927
2016-04-10,location_26,574
2016-04-10,location_27,1219
2016-04-10,location_28,955
2016-04-10,location_30,642
2016-04-10,location_31,1309
2016-04-10,location_32,488
2016-04-10,location_33,1006
2016-04-10,location_34,2368
2016-04-10,location_35,640
2016-04-10,location_36,1103
2016-04-10,location_37,1499
2016-04-10,location_38,1469
2016-04-10,location_39,1270
2016-04-10,location_40,1150
2016-04-10,location_41,936
2016-04-10,location_43,1230
2016-04-10,location_44,3859
2016-04-10,location_45,3199
2016-04-10,location_46,3129
2016-04-10,location_47,3552
2016-04-10,location_48,2692
2016-04-10,location_49,2220
2016-04-10,location_50,2376
2016-04-10,location_51,1431
2016-04-10,location_54,730
2016-04-11,location_1,1866
2016-04-11,location_2,2007
2016-04-11,location_3,3236
2016-04-11,location_4,1447
2016-04-11,location_5,1323
2016-04-11,location_6,1757
2016-04-11,location_7,2195
2016-04-11,location_8,2997
2016-04-11,location_9,1814
2016-04-11,location_10,902
2016-04-11,location_11,2239
2016-04-11,location_12,1245
2016-04-11,location_13,974
2016-04-11,location_14,1378
2016-04-11,location_15,1250
2016-04-11,location_16,789
2016-04-11,location_17,1136
2016-04-11,location_18,1374
2016-04-11,location_19,1124
2016-04-11,location_23,1230
2016-04-11,location_24,2329
2016-04-11,location_25,1262
2016-04-11,location_26,623
2016-04-11,location_27,1253
2016-04-11,location_28,866
2016-04-11,location_30,612
2016-04-11,location_31,1285
2016-04-11,location_32,552
2016-04-11,location_33,975
2016-04-11,location_34,2629
2016-04-11,location_35,504
2016-04-11,location_36,1057
2016-04-11,location_37,1585
2016-04-11,location_38,1783
2016-04-11,location_39,1405
2016-04-11,location_40,1203
2016-04-11,location_41,939
2016-04-11,location_43,1572
2016-04-11,location_44,4231
2016-04-11,location_45,3618
2016-04-11,location_46,3343
2016-04-11,location_47,3778
2016-04-11,location_48,2706
2016-04-11,location_49,2456
2016-04-11,location_50,2602
2016-04-11,location_51,1792
2016-04-11,location_54,810
2016-04-12,location_1,1340
2016-04-12,location_2,2226
2016-04-12,location_3,3584
2016-04-12,location_4,1746
2016-04-12,location_5,1426
2016-04-12,location_6,2203
2016-04-12,location_7,1920
2016-04-12,location_8,3124
2016-04-12,location_9,2367
2016-04-12,location_10,1219
2016-04-12,location_11,2537
2016-04-12,location_12,1364
2016-04-12,location_13,1237
2016-04-12,location_14,1953
2016-04-12,location_15,1336
2016-04-12,location_16,980
2016-04-12,location_17,1461
2016-04-12,location_18,1391
2016-04-12,location_19,1835
2016-04-12,location_23,1200
2016-04-12,location_24,2289
2016-04-12,location_25,1962
2016-04-12,location_26,821
2016-04-12,location_27,1746
2016-04-12,location_28,1308
2016-04-12,location_30,755
2016-04-12,location_31,1502
2016-04-12,location_32,706
2016-04-12,location_33,1194
2016-04-12,location_34,2687
2016-04-12,location_35,697
2016-04-12,location_36,1147
2016-04-12,location_37,1809
2016-04-12,location_38,2422
2016-04-12,location_39,1758
2016-04-12,location_40,1201
2016-04-12,location_41,1172
2016-04-12,location_43,1313
2016-04-12,location_44,5395
2016-04-12,location_45,4425
2016-04-12,location_46,4834
2016-04-12,location_47,4889
2016-04-12,location_48,3982
2016-04-12,location_49,3030
2016-04-12,location_50,3564
2016-04-12,location_51,1906
2016-04-12,location_54,916
2016-04-13,location_1,463
2016-04-13,location_2,2009
2016-04-13,location_3,3619
2016-04-13,location_4,1877
2016-04-13,location_5,1260
2016-04-13,location_6,2328
2016-04-13,location_7,1586
2016-04-13,location_8,2892
2016-04-13,location_9,2228
2016-04-13,location_10,1032
2016-04-13,location_11,2768
2016-04-13,location_12,1249
2016-04-13,location_13,996
2016-04-13,location_14,1199
2016-04-13,location_15,1040
2016-04-13,location_16,956
2016-04-13,location_17,1422
2016-04-13,location_18,1413
2016-04-13,location_19,1221
2016-04-13,location_23,1169
2016-04-13,location_24,1536
2016-04-13,location_25,998
2016-04-13,location_26,679
2016-04-13,location_27,1683
2016-04-13,location_28,1324
2016-04-13,location_30,553
2016-04-13,location_31,1495
2016-04-13,location_32,641
2016-04-13,location_33,1095
2016-04-13,location_34,2324
2016-04-13,location_35,619
2016-04-13,location_36,1015
2016-04-13,location_37,1275
2016-04-13,location_38,2536
2016-04-13,location_39,1705
2016-04-13,location_40,1011
2016-04-13,location_41,1141
2016-04-13,location_43,1207
2016-04-13,location_44,5380
2016-04-13,location_45,4766
2016-04-13,location_46,4737
2016-04-13,location_47,4953
2016-04-13,location_48,4359
2016-04-13,location_49,2902
2016-04-13,location_50,3307
2016-04-13,location_51,1704
2016-04-13,location_54,1098
2016-04-14,location_1,1880
2016-04-14,location_2,1926
2016-04-14,location_3,3141
2016-04-14,location_4,1487
2016-04-14,location_5,1440
2016-04-14,location_6,1743
2016-04-14,location_7,1890
2016-04-14,location_8,2807
2016-04-14,location_9,2187
2016-04-14,location_10,1147
2016-04-14,location_11,2189
2016-04-14,location_12,1241
2016-04-14,location_13,976
2016-04-14,location_14,1639
2016-04-14,location_15,1361
2016-04-14,location_16,903
2016-04-14,location_17,1326
2016-04-14,location_18,1530
2016-04-14,location_19,1262
2016-04-14,location_23,1156
2016-04-14,location_25,906
2016-04-14,location_26,579
2016-04-14,location_27,1318
2016-04-14,location_28,993
2016-04-14,location_30,696
2016-04-14,location_31,1389
2016-04-14,location_32,574
2016-04-14,location_33,1131
2016-04-14,location_34,2446
2016-04-14,location_35,562
2016-04-14,location_36,1039
2016-04-14,location_37,1574
2016-04-14,location_38,1642
2016-04-14,location_39,1484
2016-04-14,location_40,1392
2016-04-14,location_41,998
2016-04-14,location_43,1324
2016-04-14,location_44,4009
2016-04-14,location_45,3464
2016-04-14,location_46,3184
2016-04-14,location_47,3688
2016-04-14,location_48,2867
2016-04-14,location_49,2297
2016-04-14,location_50,2414
2016-04-14,location_51,1679
2016-04-14,location_54,873
2016-04-15,location_1,1794
2016-04-15,location_2,1824
2016-04-15,location_3,2863
2016-04-15,location_4,1455
2016-04-15,location_5,1377
2016-04-15,location_6,1651
2016-04-15,location_7,1799
2016-04-15,location_8,2666
2016-04-15,location_9,2183
2016-04-15,location_10,1062
2016-04-15,location_11,2253
2016-04-15,location_12,1260
2016-04-15,location_13,961
2016-04-15,location_14,1476
2016-04-15,location_15,1327
2016-04-15,location_16,897
2016-04-15,location_17,1288
2016-04-15,location_18,1516
2016-04-15,location_19,1137
2016-04-15,location_23,1154
2016-04-15,location_25,877
2016-04-15,location_26,633
2016-04-15,location_27,1266
2016-04-15,location_28,1120
2016-04-15,location_30,743
2016-04-15,location_31,1403
2016-04-15,location_32,636
2016-04-15,location_33,1235
2016-04-15,location_34,2573
2016-04-15,location_35,662
2016-04-15,location_36,1176
2016-04-15,location_37,1567
2016-04-15,location_38,1565
2016-04-15,location_39,1556
2016-04-15,location_40,1396
2016-04-15,location_41,1006
2016-04-15,location_43,1279
2016-04-15,location_44,3837
2016-04-15,location_45,3347
2016-04-15,location_46,3199
2016-04-15,location_47,3636
2016-04-15,location_48,2540
2016-04-15,location_49,2278
2016-04-15,location_50,2327
2016-04-15,location_51,1680
2016-04-15,location_54,798
2016-04-16,location_1,1915
2016-04-16,location_2,1991
2016-04-16,location_3,3236
2016-04-16,location_4,1524
2016-04-16,location_5,1533
2016-04-16,location_6,1879
2016-04-16,location_7,2074
2016-04-16,location_8,3114
2016-04-16,location_9,2172
2016-04-16,location_10,997
2016-04-16,location_11,2356
2016-04-16,location_12,1095
2016-04-16,location_13,838
2016-04-16,location_14,1561
2016-04-16,location_15,1329
2016-04-16,location_16,909
2016-04-16,location_17,1256
2016-04-16,location_18,1442
2016-04-16,location_19,1255
2016-04-16,location_23,1149
2016-04-16,location_25,1117
2016-04-16,location_26,806
2016-04-16,location_27,1357
2016-04-16,location_28,1025
2016-04-16,location_30,722
2016-04-16,location_31,1272
2016-04-16,location_32,582
2016-04-16,location_33,1170
2016-04-16,location_34,2747
2016-04-16,location_35,666
2016-04-16,location_36,1051
2016-04-16,location_37,1730
2016-04-16,location_38,1838
2016-04-16,location_39,1361
2016-04-16,location_40,1308
2016-04-16,location_41,1053
2016-04-16,location_43,1302
2016-04-16,location_44,4476
2016-04-16,location_45,3757
2016-04-16,location_46,3623
2016-04-16,location_47,3980
2016-04-16,location_48,2842
2016-04-16,location_49,2485
2016-04-16,location_50,2588
2016-04-16,location_51,1918
2016-04-16,location_54,830
2016-04-17,location_1,1784
2016-04-17,location_2,2072
2016-04-17,location_3,3320
2016-04-17,location_4,1620
2016-04-17,location_5,1710
2016-04-17,location_6,1832
2016-04-17,location_7,1909
2016-04-17,location_8,2907
2016-04-17,location_9,2195
2016-04-17,location_10,968
2016-04-17,location_11,2493
2016-04-17,location_12,1304
2016-04-17,location_13,966
2016-04-17,location_14,1531
2016-04-17,location_15,1385
2016-04-17,location_16,994
2016-04-17,location_17,1184
2016-04-17,location_18,1438
2016-04-17,location_19,1279
2016-04-17,location_23,1282
2016-04-17,location_25,1498
2016-04-17,location_26,748
2016-04-17,location_27,1293
2016-04-17,location_28,1081
2016-04-17,location_30,793
2016-04-17,location_31,1433
2016-04-17,location_32,667
2016-04-17,location_33,1272
2016-04-17,location_34,3016
2016-04-17,location_35,729
2016-04-17,location_36,1267
2016-04-17,location_37,1860
2016-04-17,location_38,1955
2016-04-17,location_39,1615
2016-04-17,location_40,1355
2016-04-17,location_41,999
2016-04-17,location_43,1439
2016-04-17,location_44,4282
2016-04-17,location_45,3816
2016-04-17,location_46,3590
2016-04-17,location_47,4334
2016-04-17,location_48,3098
2016-04-17,location_49,2585
2016-04-17,location_50,2692
2016-04-17,location_51,1923
2016-04-17,location_54,980
2016-04-18,location_1,507
2016-04-18,location_2,1730
2016-04-18,location_3,3165
2016-04-18,location_4,1695
2016-04-18,location_5,1306
2016-04-18,location_6,1999
2016-04-18,location_7,1540
2016-04-18,location_8,2443
2016-04-18,location_9,2146
2016-04-18,location_10,875
2016-04-18,location_11,2579
2016-04-18,location_12,1259
2016-04-18,location_13,1047
2016-04-18,location_14,1349
2016-04-18,location_15,982
2016-04-18,location_16,929
2016-04-18,location_17,1315
2016-04-18,location_18,1094
2016-04-18,location_19,1225
2016-04-18,location_23,957
2016-04-18,location_25,2431
2016-04-18,location_26,594
2016-04-18,location_27,1712
2016-04-18,location_28,1195
2016-04-18,location_30,627
2016-04-18,location_31,1187
2016-04-18,location_32,735
2016-04-18,location_33,820
2016-04-18,location_34,2364
2016-04-18,location_35,855
2016-04-18,location_36,1298
2016-04-18,location_37,1132
2016-04-18,location_38,2022
2016-04-18,location_39,1328
2016-04-18,location_40,847
2016-04-18,location_41,1022
2016-04-18,location_43,1554
2016-04-18,location_44,4638
2016-04-18,location_45,4114
2016-04-18,location_46,4167
2016-04-18,location_47,4416
2016-04-18,location_48,3720
2016-04-18,location_49,2602
2016-04-18,location_50,2994
2016-04-18,location_51,1703
2016-04-18,location_54,784
2016-04-19,location_1,1038
2016-04-19,location_2,1972
2016-04-19,location_3,3648
2016-04-19,location_4,1728
2016-04-19,location_5,1483
2016-04-19,location_6,2052
2016-04-19,location_7,1771
2016-04-19,location_8,2750
2016-04-19,location_9,2352
2016-04-19,location_10,1267
2016-04-19,location_11,2780
2016-04-19,location_12,1414
2016-04-19,location_13,1374
2016-04-19,location_14,1478
2016-04-19,location_15,1354
2016-04-19,location_16,977
2016-04-19,location_17,1511
2016-04-19,location_18,1196
2016-04-19,location_19,1963
2016-04-19,location_23,1150
2016-04-19,location_25,2360
2016-04-19,location_26,767
2016-04-19,location_27,1579
2016-04-19,location_28,1218
2016-04-19,location_30,651
2016-04-19,location_31,1396
2016-04-19,location_32,738
2016-04-19,location_33,1114
2016-04-19,location_34,2393
2016-04-19,location_35,909
2016-04-19,location_36,1325
2016-04-19,location_37,1646
2016-04-19,location_38,2409
2016-04-19,location_39,1809
2016-04-19,location_40,1291
2016-04-19,location_41,1132
2016-04-19,location_43,1323
2016-04-19,location_44,4991
2016-04-19,location_45,4942
2016-04-19,location_46,5048
2016-04-19,location_47,5032
2016-04-19,location_48,4223
2016-04-19,location_49,3101
2016-04-19,location_50,3478
2016-04-19,location_51,1621
2016-04-19,location_54,835
2016-04-20,location_1,414
2016-04-20,location_2,1830
2016-04-20,location_3,3528
2016-04-20,location_4,1745
2016-04-20,location_5,1356
2016-04-20,location_6,2230
2016-04-20,location_7,1461
2016-04-20,location_8,2740
2016-04-20,location_9,2429
2016-04-20,location_10,1107
2016-04-20,location_11,2929
2016-04-20,location_12,1312
2016-04-20,location_13,967
2016-04-20,location_14,1088
2016-04-20,location_15,1085
2016-04-20,location_16,1090
2016-04-20,location_17,1381
2016-04-20,location_18,1312
2016-04-20,location_19,1223
2016-04-20,location_23,1099
2016-04-20,location_25,1046
2016-04-20,location_26,614
2016-04-20,location_27,1655
2016-04-20,location_28,1305
2016-04-20,location_30,577
2016-04-20,location_31,1381
2016-04-20,location_32,709
2016-04-20,location_33,1047
2016-04-20,location_34,2199
2016-04-20,location_35,660
2016-04-20,location_36,991
2016-04-20,location_37,1259
2016-04-20,location_38,2405
2016-04-20,location_39,1651
2016-04-20,location_40,1066
2016-04-20,location_41,1130
2016-04-20,location_43,1258
2016-04-20,location_44,4969
2016-04-20,location_45,4769
2016-04-20,location_46,4920
2016-04-20,location_47,5014
2016-04-20,location_48,4535
2016-04-20,location_49,2967
2016-04-20,location_50,3047
2016-04-20,location_51,1665
2016-04-20,location_54,1033
2016-04-21,location_1,1776
2016-04-21,location_2,1986
2016-04-21,location_3,3158
2016-04-21,location_4,1524
2016-04-21,location_5,1509
2016-04-21,location_6,1760
2016-04-21,location_7,1987
2016-04-21,location_8,2876
2016-04-21,location_9,2171
2016-04-21,location_10,1121
2016-04-21,location_11,2377
2016-04-21,location_12,1225
2016-04-21,location_13,945
2016-04-21,location_14,1302
2016-04-21,location_15,1535
2016-04-21,location_16,973
2016-04-21,location_17,1352
2016-04-21,location_18,1550
2016-04-21,location_19,1333
2016-04-21,location_23,1120
2016-04-21,location_25,766
2016-04-21,location_26,624
2016-04-21,location_27,1233
2016-04-21,location_28,966
2016-04-21,location_30,711
2016-04-21,location_31,1334
2016-04-21,location_32,552
2016-04-21,location_33,1176
2016-04-21,location_34,2550
2016-04-21,location_35,652
2016-04-21,location_36,1126
2016-04-21,location_37,1632
2016-04-21,location_38,1694
2016-04-21,location_39,1542
2016-04-21,location_40,1481
2016-04-21,location_41,923
2016-04-21,location_43,1296
2016-04-21,location_44,3984
2016-04-21,location_45,3715
2016-04-21,location_46,3392
2016-04-21,location_47,4023
2016-04-21,location_48,2905
2016-04-21,location_49,2258
2016-04-21,location_50,2529
2016-04-21,location_51,1654
2016-04-21,location_54,813
2016-04-22,location_1,1688
2016-04-22,location_2,1952
2016-04-22,location_3,2950
2016-04-22,location_4,1460
2016-04-22,location_5,1372
2016-04-22,location_6,1780
2016-04-22,location_7,1799
2016-04-22,location_8,2492
2016-04-22,location_9,2128
2016-04-22,location_10,1229
2016-04-22,location_11,2368
2016-04-22,location_12,1257
2016-04-22,location_13,908
2016-04-22,location_14,1810
2016-04-22,location_15,1490
2016-04-22,location_16,913
2016-04-22,location_17,1271
2016-04-22,location_18,1628
2016-04-22,location_19,1136
2016-04-22,location_23,1169
2016-04-22,location_25,701
2016-04-22,location_26,579
2016-04-22,location_27,1270
2016-04-22,location_28,1072
2016-04-22,location_30,715
2016-04-22,location_31,1331
2016-04-22,location_32,630
2016-04-22,location_33,1108
2016-04-22,location_34,2488
2016-04-22,location_35,678
2016-04-22,location_36,1161
2016-04-22,location_37,1558
2016-04-22,location_38,1613
2016-04-22,location_39,1453
2016-04-22,location_40,1373
2016-04-22,location_41,872
2016-04-22,location_43,1278
2016-04-22,location_44,3822
2016-04-22,location_45,3245
2016-04-22,location_46,2983
2016-04-22,location_47,3558
2016-04-22,location_48,2633
2016-04-22,location_49,2078
2016-04-22,location_50,2385
2016-04-22,location_51,1700
2016-04-22,location_54,805
2016-04-23,location_1,1935
2016-04-23,location_2,1993
2016-04-23,location_3,3100
2016-04-23,location_4,1575
2016-04-23,location_5,1553
2016-04-23,location_6,1804
2016-04-23,location_7,1914
2016-04-23,location_8,2858
2016-04-23,location_9,1858
2016-04-23,location_10,959
2016-04-23,location_11,2091
2016-04-23,location_12,1119
2016-04-23,location_13,864
2016-04-23,location_14,1557
2016-04-23,location_15,1303
2016-04-23,location_16,834
2016-04-23,location_17,1202
2016-04-23,location_18,1345
2016-04-23,location_19,1192
2016-04-23,location_23,1144
2016-04-23,location_25,838
2016-04-23,location_26,606
2016-04-23,location_27,1224
2016-04-23,location_28,832
2016-04-23,location_30,650
2016-04-23,location_31,1152
2016-04-23,location_32,505
2016-04-23,location_33,956
2016-04-23,location_34,2380
2016-04-23,location_35,596
2016-04-23,location_36,928
2016-04-23,location_37,1697
2016-04-23,location_38,1797
2016-04-23,location_39,1327
2016-04-23,location_40,1068
2016-04-23,location_41,1098
2016-04-23,location_43,1170
2016-04-23,location_44,4237
2016-04-23,location_45,3442
2016-04-23,location_46,3110
2016-04-23,location_47,3737
2016-04-23,location_48,2588
2016-04-23,location_49,2355
2016-04-23,location_50,2378
2016-04-23,location_51,1756
2016-04-23,location_54,731
2016-04-24,location_1,1787
2016-04-24,location_2,1790
2016-04-24,location_3,2774
2016-04-24,location_4,1327
2016-04-24,location_5,1274
2016-04-24,location_6,1641
2016-04-24,location_7,1722
2016-04-24,location_8,2725
2016-04-24,location_9,1965
2016-04-24,location_10,956
2016-04-24,location_11,2110
2016-04-24,location_12,1172
2016-04-24,location_13,823
2016-04-24,location_14,1427
2016-04-24,location_15,1229
2016-04-24,location_16,828
2016-04-24,location_17,1177
2016-04-24,location_18,1392
2016-04-24,location_19,1021
2016-04-24,location_23,1084
2016-04-24,location_25,693
2016-04-24,location_26,575
2016-04-24,location_27,1364
2016-04-24,location_28,988
2016-04-24,location_30,737
2016-04-24,location_31,1317
2016-04-24,location_32,634
2016-04-24,location_33,1025
2016-04-24,location_34,2487
2016-04-24,location_35,590
2016-04-24,location_36,965
2016-04-24,location_37,1562
2016-04-24,location_38,1490
2016-04-24,location_39,1351
2016-04-24,location_40,1292
2016-04-24,location_41,876
2016-04-24,location_43,1257
2016-04-24,location_44,3793
2016-04-24,location_45,3050
2016-04-24,location_46,2926
2016-04-24,location_47,3440
2016-04-24,location_48,2506
2016-04-24,location_49,2139
2016-04-24,location_50,2247
2016-04-24,location_51,1500
2016-04-24,location_54,725
2016-04-25,location_1,1860
2016-04-25,location_2,2019
2016-04-25,location_3,3038
2016-04-25,location_4,1449
2016-04-25,location_5,1277
2016-04-25,location_6,1716
2016-04-25,location_7,1995
2016-04-25,location_8,2930
2016-04-25,location_9,1760
2016-04-25,location_10,830
2016-04-25,location_11,2235
2016-04-25,location_12,1037
2016-04-25,location_13,869
2016-04-25,location_14,1292
2016-04-25,location_15,1224
2016-04-25,location_16,736
2016-04-25,location_17,1014
2016-04-25,location_18,1300
2016-04-25,location_19,1180
2016-04-25,location_23,1242
2016-04-25,location_25,957
2016-04-25,location_26,674
2016-04-25,location_27,1308
2016-04-25,location_28,888
2016-04-25,location_30,679
2016-04-25,location_31,1185
2016-04-25,location_32,564
2016-04-25,location_33,983
2016-04-25,location_34,2636
2016-04-25,location_35,586
2016-04-25,location_36,968
2016-04-25,location_37,1586
2016-04-25,location_38,1778
2016-04-25,location_39,1339
2016-04-25,location_40,1283
2016-04-25,location_41,876
2016-04-25,location_43,1579
2016-04-25,location_44,4084
2016-04-25,location_45,3506
2016-04-25,location_46,3146
2016-04-25,location_47,3600
2016-04-25,location_48,2597
2016-04-25,location_49,2416
2016-04-25,location_50,2585
2016-04-25,location_51,1816
2016-04-25,location_54,725
2016-04-26,location_1,1234
2016-04-26,location_2,2097
2016-04-26,location_3,3429
2016-04-26,location_4,1549
2016-04-26,location_5,1511
2016-04-26,location_6,2084
2016-04-26,location_7,1761
2016-04-26,location_8,3005
2016-04-26,location_9,2204
2016-04-26,location_10,1162
2016-04-26,location_11,2387
2016-04-26,location_12,1167
2016-04-26,location_13,1132
2016-04-26,location_14,1941
2016-04-26,location_15,1260
2016-04-26,location_16,964
2016-04-26,location_17,1364
2016-04-26,location_18,1315
2016-04-26,location_19,1793
2016-04-26,location_23,1215
2016-04-26,location_25,1377
2016-04-26,location_26,769
2016-04-26,location_27,1672
2016-04-26,location_28,1225
2016-04-26,location_30,769
2016-04-26,location_31,1605
2016-04-26,location_32,679
2016-04-26,location_33,1233
2016-04-26,location_34,2761
2016-04-26,location_35,648
2016-04-26,location_36,1065
2016-04-26,location_37,1500
2016-04-26,location_38,2382
2016-04-26,location_39,1750
2016-04-26,location_40,1306
2016-04-26,location_41,1141
2016-04-26,location_43,1241
2016-04-26,location_44,5148
2016-04-26,location_45,4419
2016-04-26,location_46,4550
2016-04-26,location_47,4726
2016-04-26,location_48,3818
2016-04-26,location_49,2883
2016-04-26,location_50,3398
2016-04-26,location_51,1957
2016-04-26,location_54,980
2016-04-27,location_1,505
2016-04-27,location_2,2022
2016-04-27,location_3,3492
2016-04-27,location_4,1820
2016-04-27,location_5,1224
2016-04-27,location_6,2189
2016-04-27,location_7,1499
2016-04-27,location_8,2970
2016-04-27,location_9,2391
2016-04-27,location_10,1081
2016-04-27,location_11,2708
2016-04-27,location_12,1154
2016-04-27,location_13,973
2016-04-27,location_14,1210
2016-04-27,location_15,953
2016-04-27,location_16,990
2016-04-27,location_17,1435
2016-04-27,location_18,1361
2016-04-27,location_19,1233
2016-04-27,location_23,1138
2016-04-27,location_25,771
2016-04-27,location_26,709
2016-04-27,location_27,1711
2016-04-27,location_28,1402
2016-04-27,location_30,593
2016-04-27,location_31,1461
2016-04-27,location_32,600
2016-04-27,location_33,1078
2016-04-27,location_34,2481
2016-04-27,location_35,634
2016-04-27,location_36,1000
2016-04-27,location_37,1307
2016-04-27,location_38,2519
2016-04-27,location_39,1768
2016-04-27,location_40,1082
2016-04-27,location_41,1163
2016-04-27,location_43,1237
2016-04-27,location_44,5293
2016-04-27,location_45,4849
2016-04-27,location_46,5167
2016-04-27,location_47,5174
2016-04-27,location_48,4787
2016-04-27,location_49,3187
2016-04-27,location_50,3278
2016-04-27,location_51,1902
2016-04-27,location_54,1082
2016-04-28,location_1,1782
2016-04-28,location_2,1919
2016-04-28,location_3,2996
2016-04-28,location_4,1413
2016-04-28,location_5,1314
2016-04-28,location_6,1654
2016-04-28,location_7,1787
2016-04-28,location_8,2762
2016-04-28,location_9,2047
2016-04-28,location_10,1072
2016-04-28,location_11,2179
2016-04-28,location_12,1134
2016-04-28,location_13,825
2016-04-28,location_14,1506
2016-04-28,location_15,1324
2016-04-28,location_16,833
2016-04-28,location_17,1171
2016-04-28,location_18,1459
2016-04-28,location_19,1214
2016-04-28,location_23,1043
2016-04-28,location_25,678
2016-04-28,location_26,536
2016-04-28,location_27,1240
2016-04-28,location_28,1009
2016-04-28,location_30,653
2016-04-28,location_31,1230
2016-04-28,location_32,562
2016-04-28,location_33,1093
2016-04-28,location_34,2361
2016-04-28,location_35,587
2016-04-28,location_36,918
2016-04-28,location_37,1452
2016-04-28,location_38,1563
2016-04-28,location_39,1359
2016-04-28,location_40,1458
2016-04-28,location_41,855
2016-04-28,location_43,1248
2016-04-28,location_44,3903
2016-04-28,location_45,3307
2016-04-28,location_46,3100
2016-04-28,location_47,3515
2016-04-28,location_48,2695
2016-04-28,location_49,2112
2016-04-28,location_50,2196
2016-04-28,location_51,1662
2016-04-28,location_54,756
2016-04-29,location_1,1756
2016-04-29,location_2,1855
2016-04-29,location_3,2818
2016-04-29,location_4,1361
2016-04-29,location_5,1278
2016-04-29,location_6,1539
2016-04-29,location_7,1835
2016-04-29,location_8,2525
2016-04-29,location_9,1897
2016-04-29,location_10,1049
2016-04-29,location_11,2168
2016-04-29,location_12,1163
2016-04-29,location_13,896
2016-04-29,location_14,1441
2016-04-29,location_15,1416
2016-04-29,location_16,890
2016-04-29,location_17,1265
2016-04-29,location_18,1410
2016-04-29,location_19,1138
2016-04-29,location_23,1025
2016-04-29,location_25,610
2016-04-29,location_26,535
2016-04-29,location_27,1208
2016-04-29,location_28,1025
2016-04-29,location_30,739
2016-04-29,location_31,1246
2016-04-29,location_32,586
2016-04-29,location_33,1111
2016-04-29,location_34,2336
2016-04-29,location_35,586
2016-04-29,location_36,1037
2016-04-29,location_37,1460
2016-04-29,location_38,1400
2016-04-29,location_39,1423
2016-04-29,location_40,1263
2016-04-29,location_41,863
2016-04-29,location_43,1109
2016-04-29,location_44,3607
2016-04-29,location_45,3121
2016-04-29,location_46,2806
2016-04-29,location_47,3278
2016-04-29,location_48,2427
2016-04-29,location_49,1999
2016-04-29,location_50,2160
2016-04-29,location_51,1522
2016-04-29,location_54,833
2016-04-30,location_1,1990
2016-04-30,location_2,1932
2016-04-30,location_3,3050
2016-04-30,location_4,1487
2016-04-30,location_5,1467
2016-04-30,location_6,1702
2016-04-30,location_7,2015
2016-04-30,location_8,2932
2016-04-30,location_9,1790
2016-04-30,location_10,933
2016-04-30,location_11,2061
2016-04-30,location_12,1083
2016-04-30,location_13,827
2016-04-30,location_14,1368
2016-04-30,location_15,1171
2016-04-30,location_16,836
2016-04-30,location_17,1089
2016-04-30,location_18,1347
2016-04-30,location_19,1092
2016-04-30,location_23,1062
2016-04-30,location_25,814
2016-04-30,location_26,676
2016-04-30,location_27,1330
2016-04-30,location_28,1019
2016-04-30,location_30,641
2016-04-30,location_31,1170
2016-04-30,location_32,575
2016-04-30,location_33,1071
2016-04-30,location_34,2364
2016-04-30,location_35,551
2016-04-30,location_36,920
2016-04-30,location_37,1578
2016-04-30,location_38,1732
2016-04-30,location_39,1250
2016-04-30,location_40,1212
2016-04-30,location_41,964
2016-04-30,location_43,1206
2016-04-30,location_44,4165
2016-04-30,location_45,3468
2016-04-30,location_46,3135
2016-04-30,location_47,3711
2016-04-30,location_48,2623
2016-04-30,location_49,2426
2016-04-30,location_50,2371
2016-04-30,location_51,1853
2016-04-30,location_54,764
2016-05-01,location_1,503
2016-05-01,location_2,1970
2016-05-01,location_3,3414
2016-05-01,location_4,1608
2016-05-01,location_5,1441
2016-05-01,location_6,2236
2016-05-01,location_7,1652
2016-05-01,location_8,2732
2016-05-01,location_9,2599
2016-05-01,location_10,884
2016-05-01,location_11,2698
2016-05-01,location_12,1150
2016-05-01,location_13,981
2016-05-01,location_14,1490
2016-05-01,location_15,1113
2016-05-01,location_16,898
