item_id,category_of_item,class,perishable
item_594045,baked_items / bread_based,class_2718,1
item_598414,grocery_items,class_1032,0
item_598492,grocery_items,class_1032,0
item_603255,grocery_items,class_1030,0
item_608035,cleaning_utilities,class_3044,0
item_617092,eggs,class_2502,1
item_617096,eggs,class_2502,1
item_617103,eggs,class_2502,1
item_617113,eggs,class_2502,1
item_617548,personal_care,class_4122,0
item_617763,beauty_products,class_4222,0
item_619965,deli_items,class_2636,1
item_619969,grocery_items,class_1014,0
item_621300,grocery_items,class_1040,0
item_622958,grocery_items,class_1014,0
item_623316,meat_based_items,class_2302,1
item_623317,meat_based_items,class_2302,1
item_623330,grocery_items,class_1033,0
item_627263,grocery_items,class_1026,0
item_627885,grocery_items,class_1030,0
item_627887,grocery_items,class_1030,0
item_633735,meat_based_items,class_2306,1
item_633977,meat_based_items,class_2306,1
item_633996,meat_based_items,class_2306,1
item_633997,meat_based_items,class_2306,1
item_634008,meat_based_items,class_2306,1
item_634009,meat_based_items,class_2306,1
item_634010,meat_based_items,class_2306,1
item_634014,meat_based_items,class_2306,1
item_634015,meat_based_items,class_2306,1
item_634054,meat_based_items,class_2306,1
item_636846,grocery_items,class_1028,0
item_637016,grocery_items,class_1078,0
item_638240,cleaning_utilities,class_3020,0
item_638296,grocery_items,class_1062,0
item_638308,grocery_items,class_1062,0
item_638327,grocery_items,class_1084,0
item_638977,grocery_items,class_1045,0
item_638978,grocery_items,class_1045,0
item_639586,grocery_items,class_1004,0
item_640286,other_bevrages,class_1336,0
item_641042,grocery_items,class_1026,0
item_641627,grocery_items,class_1002,0
item_645294,grocery_items,class_1074,0
item_648313,cleaning_utilities,class_3020,0
item_651326,grocery_items,class_1036,0
item_651523,grocery_items,class_1004,0
item_651525,grocery_items,class_1004,0
item_655427,cleaning_utilities,class_3020,0
item_655744,other_utilities,class_7016,0
item_655749,grocery_items,class_1096,0
item_655840,other_utilities,class_7034,0
item_657869,grocery_items,class_1004,0
item_658608,cleaning_utilities,class_3004,0
item_658609,cleaning_utilities,class_3004,0
item_660310,baked_items / bread_based,class_2752,1
item_660311,baked_items / bread_based,class_2752,1
item_660312,baked_items / bread_based,class_2752,1
item_660318,baked_items / bread_based,class_2756,1
item_660319,baked_items / bread_based,class_2756,1
item_660320,baked_items / bread_based,class_2756,1
item_660321,baked_items / bread_based,class_2756,1
item_660323,baked_items / bread_based,class_2756,1
item_660502,grocery_items,class_1004,0
item_660503,dairy_items,class_2124,1
item_661582,other_bevrages,class_1330,0
item_663084,grocery_items,class_1004,0
item_664537,grocery_items,class_1026,0
item_664539,personal_care,class_4126,0
item_664543,personal_care,class_4126,0
item_664545,personal_care,class_4126,0
item_668752,cleaning_utilities,class_3016,0
item_668753,cleaning_utilities,class_3016,0
item_668754,cleaning_utilities,class_3016,0
item_671039,beverages,class_1122,0
item_671051,deli_items,class_2630,1
item_671055,deli_items,class_2632,1
item_671062,deli_items,class_2636,1
item_671066,deli_items,class_2636,1
item_671067,deli_items,class_2636,1
item_671068,deli_items,class_2636,1
item_671076,deli_items,class_2644,1
item_671079,deli_items,class_2644,1
item_671083,deli_items,class_2644,1
item_671084,deli_items,class_2644,1
item_671684,deli_items,class_2644,1
item_671699,deli_items,class_2662,1
item_671706,deli_items,class_2664,1
item_671708,deli_items,class_2664,1
item_671908,deli_items,class_2636,1
item_673306,grocery_items,class_1072,0
item_673415,deli_items,class_2632,1
item_673496,beauty_products,class_4214,0
item_675524,prepared_food,class_2956,1
item_679442,beverages,class_1120,0
item_679602,baked_items / bread_based,class_2712,1
item_679603,baked_items / bread_based,class_2712,1
item_679604,baked_items / bread_based,class_2712,1
item_679926,eggs,class_2502,1
item_681606,dairy_items,class_2112,1
item_682321,cleaning_utilities,class_3028,0
item_682884,cleaning_utilities,class_3004,0
item_683720,grocery_items,class_1062,0
item_683721,grocery_items,class_1062,0
item_683722,grocery_items,class_1062,0
item_683723,grocery_items,class_1062,0
item_686034,beverages,class_1122,0
item_686035,beverages,class_1122,0
item_686036,cleaning_utilities,class_3026,0
item_687549,grocery_items,class_1062,0
item_688279,other_bevrages,class_1338,0
item_691945,cleaning_utilities,class_3026,0
item_692104,cleaning_utilities,class_3014,0
item_692105,cleaning_utilities,class_3014,0
item_692106,cleaning_utilities,class_3014,0
item_692531,grocery_items,class_1040,0
item_692537,grocery_items,class_1040,0
item_695758,processed_food,class_2802,1
item_696183,baked_items / bread_based,class_2702,1
item_698642,grocery_items,class_1045,0
item_698643,grocery_items,class_1045,0
item_699686,meat_based_items,class_2302,1
item_699687,meat_based_items,class_2302,1
item_699688,meat_based_items,class_2302,1
item_699689,meat_based_items,class_2302,1
item_699692,meat_based_items,class_2302,1
item_699693,meat_based_items,class_2302,1
item_699703,meat_based_items,class_2302,1
item_699745,processed_food,class_2802,1
item_700607,grocery_items,class_1096,0
item_700609,frozen_food,class_2220,0
item_700610,frozen_food,class_2220,0
item_716241,cleaning_utilities,class_3020,0
item_716242,cleaning_utilities,class_3020,0
item_716245,cleaning_utilities,class_3020,0
item_716250,beverages,class_1120,0
item_716958,beauty_products,class_4254,0
item_723184,dairy_items,class_2116,1
item_723210,dairy_items,class_2124,1
item_724003,grocery_items,class_1026,0
item_724359,prepared_food,class_2956,1
item_724360,baked_items / bread_based,class_2722,1
item_724403,baked_items / bread_based,class_2722,1
item_724498,grocery_items,class_1028,0
item_729337,grocery_items,class_1027,0
item_730258,beverages,class_1122,0
item_730259,beverages,class_1122,0
item_732006,deli_items,class_2642,1
item_732007,deli_items,class_2642,1
item_736128,baked_items / bread_based,class_2722,1
item_738219,cleaning_utilities,class_3026,0
item_740713,cleaning_utilities,class_3032,0
item_740714,cleaning_utilities,class_3032,0
item_740722,cleaning_utilities,class_3026,0
item_740723,cleaning_utilities,class_3026,0
item_740726,grocery_items,class_1072,0
item_740728,grocery_items,class_1072,0
item_740729,grocery_items,class_1072,0
item_741201,processed_food,class_2854,1
item_741922,grocery_items,class_1028,0
item_742735,personal_care,class_4126,0
item_742738,personal_care,class_4126,0
item_743494,cleaning_utilities,class_3022,0
item_743496,frozen_food,class_2222,0
item_743497,frozen_food,class_2222,0
item_749421,grocery_items,class_1010,0
item_749720,grocery_items,class_1010,0
item_749729,grocery_items,class_1010,0
item_750855,grocery_items,class_1062,0
item_750856,grocery_items,class_1062,0
item_750857,grocery_items,class_1062,0
item_751759,cleaning_utilities,class_3014,0
item_752167,grocery_items,class_1030,0
item_752987,dairy_items,class_2116,1
item_754103,grocery_items,class_1072,0
item_757880,grocery_items,class_1004,0
item_757888,cleaning_utilities,class_3032,0
item_757889,cleaning_utilities,class_3032,0
item_758861,dairy_items,class_2116,1
item_759651,personal_care,class_4126,0
item_759657,other_utilities,class_7016,0
item_759694,grocery_items,class_1070,0
item_759697,beverages,class_1124,0
item_759698,beverages,class_1124,0
item_759890,cleaning_utilities,class_3016,0
item_759893,cleaning_utilities,class_3032,0
item_759894,personal_care,class_4126,0
item_760319,vegetables,class_2416,1
item_762405,cleaning_utilities,class_3030,0
item_764438,grocery_items,class_1072,0
item_764439,grocery_items,class_1072,0
item_765092,vegetables,class_2416,1
item_765517,grocery_items,class_1060,0
item_765518,grocery_items,class_1060,0
item_765519,grocery_items,class_1084,0
item_765520,grocery_items,class_1084,0
item_766493,grocery_items,class_1005,0
item_767183,grocery_items,class_1039,0
item_767184,grocery_items,class_1039,0
item_769312,cleaning_utilities,class_3020,0
item_769314,cleaning_utilities,class_3020,0
item_770447,grocery_items,class_1016,0
item_770449,grocery_items,class_1016,0
item_770453,grocery_items,class_1016,0
item_770456,grocery_items,class_1016,0
item_770461,grocery_items,class_1030,0
item_770463,beverages,class_1120,0
item_770511,grocery_items,class_1062,0
item_771156,cleaning_utilities,class_3034,0
item_771157,cleaning_utilities,class_3034,0
item_776057,grocery_items,class_1087,0
item_776622,grocery_items_2,class_1236,0
item_779122,grocery_items_2,class_1236,0
item_781794,frozen_food,class_2228,0
item_781796,frozen_food,class_2228,0
item_781797,frozen_food,class_2228,0
item_781798,frozen_food,class_2228,0
item_781936,meat_based_items,class_2302,1
item_783243,grocery_items,class_1016,0
item_787426,cleaning_utilities,class_3014,0
item_788172,cleaning_utilities,class_3004,0
item_788708,frozen_food,class_2238,0
item_789223,cleaning_utilities,class_3046,0
item_789224,cleaning_utilities,class_3046,0
item_789904,dairy_items,class_2102,1
item_789905,dairy_items,class_2102,1
item_789906,dairy_items,class_2102,1
item_789907,dairy_items,class_2102,1
item_793341,cleaning_utilities,class_3020,0
item_793345,personal_care,class_4126,0
item_793346,personal_care,class_4126,0
item_794245,grocery_items,class_1010,0
item_795610,frozen_food,class_2220,0
item_795611,frozen_food,class_2220,0
item_795612,frozen_food,class_2220,0
item_796394,cleaning_utilities,class_3046,0
item_796395,cleaning_utilities,class_3046,0
item_796396,cleaning_utilities,class_3046,0
item_799461,grocery_items,class_1060,0
item_800958,cleaning_utilities,class_3022,0
item_801217,cleaning_utilities,class_3034,0
item_801934,cleaning_utilities,class_3016,0
item_802831,grocery_items,class_1045,0
item_802832,grocery_items,class_1045,0
item_802833,grocery_items,class_1045,0
item_803101,cleaning_utilities,class_3060,0
item_804098,processed_food,class_2854,1
item_804503,grocery_items,class_1004,0
item_804932,beverages,class_1122,0
item_804974,grocery_items,class_1060,0
item_805310,beverages,class_1122,0
item_805311,beverages,class_1122,0
item_805321,grocery_items,class_1060,0
item_805788,grocery_items,class_1028,0
item_807493,beverages,class_1124,0
item_807495,beverages,class_1124,0
item_809183,dairy_items,class_2124,1
item_809184,dairy_items,class_2124,1
item_809882,baked_items / bread_based,class_2708,1
item_812716,other_bevrages,class_1318,0
item_812725,cleaning_utilities,class_3040,0
item_812726,cleaning_utilities,class_3034,0
item_812728,other_bevrages,class_1320,0
item_812735,grocery_items,class_1004,0
item_812751,other_bevrages,class_1318,0
item_812757,other_bevrages,class_1318,0
item_812769,other_bevrages,class_1318,0
item_813167,frozen_food,class_2214,0
item_813760,grocery_items,class_1072,0
item_813769,prepared_food,class_2986,1
item_813770,prepared_food,class_2986,1
item_816606,personal_care,class_4126,0
item_816679,meat_based_items,class_2302,1
item_818588,other_utilities,class_6706,0
item_818590,other_utilities,class_6706,0
item_819194,grocery_items,class_1002,0
item_819195,grocery_items,class_1002,0
item_819206,meat_based_items,class_2304,1
item_819209,meat_based_items,class_2304,1
item_819227,meat_based_items,class_2304,1
item_819228,meat_based_items,class_2304,1
item_819230,meat_based_items,class_2304,1
item_819231,meat_based_items,class_2304,1
item_819932,beverages,class_1122,0
item_819933,beverages,class_1122,0
item_819934,beverages,class_1122,0
item_820003,meat_based_items,class_2304,1
item_820006,meat_based_items,class_2304,1
item_820500,other_utilities,class_6706,0
item_820645,grocery_items,class_1004,0
item_821186,beverages,class_1124,0
item_823245,baked_items / bread_based,class_2708,1
item_827911,grocery_items,class_1096,0
item_828204,grocery_items,class_1060,0
item_828630,deli_items,class_2636,1
item_828632,deli_items,class_2644,1
item_829389,grocery_items,class_1025,0
item_829414,cleaning_utilities,class_3046,0
item_829658,grocery_items,class_1034,0
item_830624,cleaning_utilities,class_3032,0
item_830625,cleaning_utilities,class_3032,0
item_830749,grocery_items,class_1074,0
item_830797,grocery_items,class_1074,0
item_830806,baked_items / bread_based,class_2716,1
item_830829,grocery_items,class_1006,0
item_833395,personal_care,class_4126,0
item_833396,personal_care,class_4126,0
item_833644,grocery_items,class_1034,0
item_838215,dairy_items,class_2124,1
item_838216,dairy_items,class_2124,1
item_838217,dairy_items,class_2124,1
item_838400,dairy_items,class_2102,1
item_838406,dairy_items,class_2124,1
item_838407,dairy_items,class_2124,1
item_838408,dairy_items,class_2124,1
item_838409,dairy_items,class_2124,1
item_838412,dairy_items,class_2128,1
item_838413,dairy_items,class_2128,1
item_838415,dairy_items,class_2128,1
item_838832,grocery_items,class_1016,0
item_838842,grocery_items,class_1028,0
item_838844,grocery_items,class_1058,0
item_838875,grocery_items,class_1042,0
item_839362,beverages,class_1124,0
item_839363,beverages,class_1124,0
item_839364,beverages,class_1124,0
item_839367,beverages,class_1124,0
item_839544,dairy_items,class_2142,1
item_839545,dairy_items,class_2142,1
item_841197,baked_items / bread_based,class_2708,1
item_841514,grocery_items,class_1072,0
item_841570,grocery_items,class_1070,0
item_841583,grocery_items,class_1014,0
item_841607,cleaning_utilities,class_3024,0
item_841612,cleaning_utilities,class_3038,0
item_841614,cleaning_utilities,class_3038,0
item_841667,dairy_items,class_2128,1
item_841841,grocery_items,class_1072,0
item_841842,grocery_items,class_1072,0
item_843411,personal_care,class_4126,0
item_843459,grocery_items,class_1060,0
item_843462,deli_items,class_2636,1
item_843585,grocery_items,class_1016,0
item_843589,personal_care,class_4126,0
item_843607,grocery_items,class_1042,0
item_843608,grocery_items,class_1042,0
item_843609,grocery_items,class_1042,0
item_843610,grocery_items,class_1042,0
item_844017,deli_items,class_2632,1
item_844019,deli_items,class_2662,1
item_844793,cleaning_utilities,class_3034,0
item_844795,cleaning_utilities,class_3034,0
item_846163,other_utilities,class_6920,0
item_846565,cleaning_utilities,class_3014,0
item_847569,grocery_items,class_1062,0
item_847575,grocery_items,class_1006,0
item_847859,beverages,class_1122,0
item_847863,grocery_items,class_1058,0
item_847894,baked_items / bread_based,class_2708,1
item_848765,grocery_items,class_1058,0
item_848953,cleaning_utilities,class_3016,0
item_849080,dairy_items,class_2116,1
item_849095,dairy_items,class_2116,1
item_849098,dairy_items,class_2116,1
item_849135,dairy_items,class_2124,1
item_849136,dairy_items,class_2124,1
item_849139,dairy_items,class_2124,1
item_849142,dairy_items,class_2130,1
item_849312,dairy_items,class_2130,1
item_849941,meat_based_items,class_2302,1
item_850333,grocery_items,class_1084,0
item_850334,grocery_items,class_1084,0
item_850388,frozen_food,class_2226,0
item_850389,frozen_food,class_2226,0
item_850460,grocery_items,class_1008,0
item_850542,cleaning_utilities,class_3029,0
item_850545,cleaning_utilities,class_3035,0
item_851982,personal_care,class_4114,0
item_852110,cleaning_utilities,class_3038,0
item_852620,cleaning_utilities,class_3024,0
item_852934,frozen_food,class_2228,0
item_852937,frozen_food,class_2228,0
item_852938,frozen_food,class_2228,0
item_853195,cleaning_utilities,class_3014,0
item_853196,cleaning_utilities,class_3014,0
item_856687,grocery_items,class_1030,0
item_856688,grocery_items,class_1030,0
item_857324,baked_items / bread_based,class_2750,1
item_857327,baked_items / bread_based,class_2752,1
item_857331,baked_items / bread_based,class_2756,1
item_857332,baked_items / bread_based,class_2756,1
item_858872,baked_items / bread_based,class_2704,1
item_859529,grocery_items,class_1006,0
item_859932,cleaning_utilities,class_3022,0
item_859966,dairy_items,class_2116,1
item_860548,dairy_items,class_2142,1
item_860549,dairy_items,class_2142,1
item_862213,dairy_items,class_2116,1
item_862454,grocery_items,class_1088,0
item_864288,cleaning_utilities,class_3044,0
item_864290,prepared_food,class_2962,1
item_864508,grocery_items,class_1048,0
item_864510,grocery_items,class_1048,0
item_864511,grocery_items,class_1048,0
item_865147,personal_care,class_4114,0
item_865155,grocery_items,class_1058,0
item_866927,deli_items,class_2632,1
item_867850,cleaning_utilities,class_3034,0
item_868529,grocery_items,class_1088,0
item_869837,grocery_items,class_1034,0
item_870544,personal_care,class_4126,0
item_870545,personal_care,class_4126,0
item_870546,personal_care,class_4126,0
item_870938,dairy_items,class_2124,1
item_871118,deli_items,class_2662,1
item_871421,beverages,class_1124,0
item_871511,baked_items / bread_based,class_2750,1
item_871512,baked_items / bread_based,class_2752,1
item_871513,baked_items / bread_based,class_2756,1
item_871514,baked_items / bread_based,class_2784,1
item_871600,grocery_items,class_1096,0
item_872306,grocery_items,class_1034,0
item_872307,grocery_items,class_1034,0
item_872308,grocery_items,class_1034,0
item_872309,grocery_items,class_1034,0
item_872310,grocery_items,class_1034,0
item_872317,grocery_items,class_1040,0
item_873687,personal_care,class_4126,0
item_874593,grocery_items,class_1016,0
item_874598,grocery_items,class_1030,0
item_874990,cleaning_utilities,class_3008,0
item_875604,grocery_items,class_1026,0
item_876223,grocery_items,class_1010,0
item_876224,grocery_items,class_1010,0
item_876225,grocery_items,class_1014,0
item_876226,grocery_items,class_1014,0
item_876663,grocery_items,class_1004,0
item_877513,cleaning_utilities,class_3020,0
item_877514,cleaning_utilities,class_3020,0
item_878715,grocery_items,class_1040,0
item_881701,grocery_items,class_1042,0
item_881910,grocery_items,class_1042,0
item_881911,grocery_items,class_1042,0
item_881912,grocery_items,class_1042,0
item_882624,dairy_items,class_2116,1
item_883336,cleaning_utilities,class_3020,0
item_884878,beverages,class_1124,0
item_885543,prepared_food,class_2966,1
item_885553,grocery_items,class_1034,0
item_886067,beverages,class_1120,0
item_886396,grocery_items,class_1042,0
item_886398,grocery_items,class_1042,0
item_888063,other_bevrages,class_1302,0
item_888630,frozen_food,class_2228,0
item_888682,baked_items / bread_based,class_2752,1
item_888689,baked_items / bread_based,class_2752,1
item_888761,deli_items,class_2646,1
item_888763,deli_items,class_2646,1
item_890213,grocery_items,class_1026,0
item_890214,grocery_items,class_1026,0
item_890215,grocery_items,class_1026,0
item_890371,grocery_items,class_1002,0
item_890372,grocery_items,class_1002,0
item_890374,grocery_items,class_1002,0
item_890375,grocery_items,class_1002,0
item_890825,grocery_items,class_1060,0
item_892076,grocery_items,class_1010,0
item_895291,vegetables,class_2416,1
item_897348,deli_items,class_2644,1
item_898656,dairy_items,class_2116,1
item_900196,dairy_items,class_2102,1
item_902198,eggs,class_2502,1
item_902200,eggs,class_2502,1
item_902202,eggs,class_2502,1
item_902839,grocery_items,class_1060,0
item_903283,vegetables,class_2416,1
item_903284,vegetables,class_2416,1
item_903285,vegetables,class_2416,1
item_903286,vegetables,class_2416,1
item_903955,beverages,class_1122,0
item_906979,beverages,class_1120,0
item_906980,beverages,class_1120,0
item_906981,beverages,class_1120,0
item_907671,other_bevrages,class_1318,0
item_907684,beverages,class_1120,0
item_907686,beverages,class_1120,0
item_908741,other_utilities,class_6918,0
item_909361,frozen_food,class_2222,0
item_910928,grocery_items,class_1034,0
item_911429,grocery_items,class_1016,0
item_911871,cleaning_utilities,class_3020,0
item_911989,cleaning_utilities,class_3038,0
item_911990,cleaning_utilities,class_3038,0
item_913102,beverages,class_1124,0
item_913363,cleaning_utilities,class_3038,0
item_913364,cleaning_utilities,class_3038,0
item_913521,cleaning_utilities,class_3046,0
item_913526,baked_items / bread_based,class_2722,1
item_913964,grocery_items,class_1036,0
item_913966,grocery_items,class_1036,0
item_913967,grocery_items,class_1036,0
item_913968,grocery_items,class_1036,0
item_915310,personal_care,class_4126,0
item_915351,dairy_items,class_2128,1
item_915810,dairy_items,class_2108,1
item_915821,other_utilities,class_6918,0
item_915822,other_utilities,class_6918,0
item_915980,beverages,class_1122,0
item_916885,cleaning_utilities,class_3024,0
item_916886,cleaning_utilities,class_3024,0
item_916887,cleaning_utilities,class_3024,0
item_920607,grocery_items,class_1092,0
item_921042,personal_care,class_4114,0
item_926958,grocery_items,class_1026,0
item_928477,cleaning_utilities,class_3046,0
item_929627,grocery_items,class_1045,0
item_929893,grocery_items,class_1094,0
item_930247,grocery_items,class_1006,0
item_932281,cleaning_utilities,class_3024,0
item_933780,grocery_items,class_1040,0
item_936341,grocery_items,class_1045,0
item_936994,grocery_items,class_1004,0
item_937953,cleaning_utilities,class_3020,0
item_938125,cleaning_utilities,class_3004,0
item_938126,cleaning_utilities,class_3004,0
item_938129,cleaning_utilities,class_3004,0
item_938436,cleaning_utilities,class_3034,0
item_938566,grocery_items,class_1042,0
item_938567,grocery_items,class_1042,0
item_938570,grocery_items,class_1042,0
item_938574,grocery_items,class_1042,0
item_938575,grocery_items,class_1042,0
item_938576,grocery_items,class_1042,0
item_938657,beverages,class_1136,0
item_938659,beverages,class_1136,0
item_939129,dairy_items,class_2104,1
item_939130,dairy_items,class_2104,1
item_939131,dairy_items,class_2104,1
item_939207,dairy_items,class_2130,1
item_939210,dairy_items,class_2130,1
item_939661,grocery_items,class_1045,0
item_939662,grocery_items,class_1045,0
item_939663,grocery_items,class_1045,0
item_940585,cleaning_utilities,class_3010,0
item_940590,cleaning_utilities,class_3016,0
item_940591,cleaning_utilities,class_3016,0
item_940592,cleaning_utilities,class_3016,0
item_940616,cleaning_utilities,class_3028,0
item_940638,cleaning_utilities,class_3040,0
item_940664,beverages,class_1124,0
item_940665,beverages,class_1124,0
item_946277,frozen_food,class_2228,0
item_946671,deli_items,class_2636,1
item_949053,grocery_items,class_1062,0
item_949243,personal_care,class_4126,0
item_949296,cleaning_utilities,class_3020,0
item_949297,cleaning_utilities,class_3020,0
item_949298,cleaning_utilities,class_3020,0
item_949299,cleaning_utilities,class_3020,0
item_949510,grocery_items,class_1062,0
item_949511,grocery_items,class_1062,0
item_949629,cleaning_utilities,class_3034,0
item_951675,beverages,class_1124,0
item_953404,cleaning_utilities,class_3046,0
item_953413,cleaning_utilities,class_3046,0
item_953420,grocery_items,class_1028,0
item_953427,dairy_items,class_2112,1
item_953428,dairy_items,class_2112,1
item_953562,grocery_items,class_1062,0
item_953609,cleaning_utilities,class_3046,0
item_954553,dairy_items,class_2108,1
item_954796,grocery_items,class_1094,0
item_954805,grocery_items,class_1010,0
item_956011,grocery_items,class_1064,0
item_956012,grocery_items,class_1088,0
item_956013,grocery_items,class_1088,0
item_956014,grocery_items,class_1088,0
item_957096,dairy_items,class_2130,1
item_957098,dairy_items,class_2130,1
item_958015,dairy_items,class_2116,1
item_958016,dairy_items,class_2116,1
item_958514,beauty_products,class_4252,0
item_958516,beverages,class_1122,0
item_958519,beverages,class_1122,0
item_959437,other_bevrages,class_1318,0
item_959500,cleaning_utilities,class_3034,0
item_959502,cleaning_utilities,class_3040,0
item_962600,cleaning_utilities,class_3004,0
item_962601,cleaning_utilities,class_3004,0
item_964752,grocery_items,class_1088,0
item_964753,grocery_items,class_1088,0
item_964848,personal_care,class_4114,0
item_967021,dairy_items,class_2128,1
item_968432,beverages,class_1122,0
item_968935,other_bevrages,class_1386,0
item_968936,other_bevrages,class_1386,0
item_968937,other_bevrages,class_1386,0
item_977007,cleaning_utilities,class_3034,0
item_979195,cleaning_utilities,class_3028,0
item_979196,cleaning_utilities,class_3028,0
item_979197,cleaning_utilities,class_3028,0
item_979199,cleaning_utilities,class_3028,0
item_979553,frozen_food,class_2228,0
item_979554,frozen_food,class_2228,0
item_980041,other_bevrages,class_1330,0
item_981655,grocery_items,class_1002,0
item_982726,cleaning_utilities,class_3018,0
item_982727,cleaning_utilities,class_3018,0
item_983310,baked_items / bread_based,class_2708,1
item_985823,grocery_items,class_1076,0
item_985824,grocery_items,class_1062,0
item_986193,baked_items / bread_based,class_2702,1
item_987308,grocery_items,class_1076,0
item_987768,cleaning_utilities,class_3032,0
item_987769,cleaning_utilities,class_3032,0
item_988408,grocery_items,class_1076,0
item_988459,prepared_food,class_2904,1
item_989092,grocery_items,class_1076,0
item_991114,deli_items,class_2636,1
item_991329,grocery_items,class_1004,0
item_991331,grocery_items,class_1004,0
item_996122,beverages,class_1124,0
item_996537,grocery_items,class_1088,0
item_996597,grocery_items,class_1042,0
item_996600,grocery_items,class_1042,0
item_996606,meat_based_items,class_2372,1
item_996613,meat_based_items,class_2372,1
item_999545,cleaning_utilities,class_3026,0
item_999546,cleaning_utilities,class_3026,0
item_999547,cleaning_utilities,class_3026,0
item_1000866,grocery_items,class_1074,0
item_1001305,grocery_items,class_1016,0
item_1003679,grocery_items,class_1028,0
item_1004545,cleaning_utilities,class_3028,0
item_1004550,other_bevrages,class_1318,0
item_1004551,other_bevrages,class_1318,0
item_1005456,other_utilities,class_7002,0
item_1005458,other_utilities,class_7002,0
item_1005461,other_utilities,class_7002,0
item_1005463,other_utilities,class_7002,0
item_1005464,other_utilities,class_7002,0
item_1005465,other_utilities,class_7002,0
item_1009512,other_utilities,class_6810,0
item_1009539,grocery_items,class_1040,0
item_1009946,grocery_items,class_1036,0
item_1009997,cleaning_utilities,class_3024,0
item_1009998,cleaning_utilities,class_3024,0
item_1010752,grocery_items,class_1036,0
item_1010755,grocery_items,class_1036,0
item_1010757,grocery_items,class_1036,0
item_1012473,cleaning_utilities,class_3008,0
item_1012787,grocery_items,class_1012,0
item_1012788,grocery_items,class_1012,0
item_1014864,dairy_items,class_2108,1
item_1014865,dairy_items,class_2108,1
item_1016067,cleaning_utilities,class_3014,0
item_1017349,meat_based_items,class_2302,1
item_1017791,cleaning_utilities,class_3034,0
item_1018516,grocery_items,class_1030,0
item_1018617,grocery_items,class_1086,0
item_1018878,dairy_items,class_2130,1
item_1020237,other_bevrages,class_1330,0
item_1020940,other_bevrages,class_1314,0
item_1021281,cleaning_utilities,class_3034,0
item_1021676,grocery_items,class_1040,0
item_1022053,beverages,class_1126,0
item_1024975,cleaning_utilities,class_3038,0
item_1024976,cleaning_utilities,class_3038,0
item_1028589,other_bevrages,class_1318,0
item_1033395,baked_items / bread_based,class_2702,1
item_1036189,meat_based_items,class_2302,1
item_1036317,cleaning_utilities,class_3018,0
item_1036320,cleaning_utilities,class_3040,0
item_1036689,grocery_items,class_1040,0
item_1037412,cleaning_utilities,class_3046,0
item_1037654,personal_care,class_4122,0
item_1037838,frozen_food,class_2210,0
item_1037845,grocery_items,class_1022,0
item_1037846,grocery_items,class_1022,0
item_1037856,beverages,class_1120,0
item_1037857,beverages,class_1120,0
item_1038937,baked_items / bread_based,class_2704,1
item_1038945,baked_items / bread_based,class_2708,1
item_1038946,baked_items / bread_based,class_2708,1
item_1038950,baked_items / bread_based,class_2712,1
item_1038952,baked_items / bread_based,class_2714,1
item_1038953,baked_items / bread_based,class_2714,1
item_1038954,baked_items / bread_based,class_2714,1
item_1038962,baked_items / bread_based,class_2718,1
item_1039087,cleaning_utilities,class_3020,0
item_1040170,frozen_food,class_2222,0
item_1040348,grocery_items,class_1034,0
item_1044584,beverages,class_1124,0
item_1044592,dairy_items,class_2156,1
item_1045449,baked_items / bread_based,class_2708,1
item_1046272,grocery_items,class_1072,0
item_1047394,cleaning_utilities,class_3046,0
item_1047395,cleaning_utilities,class_3046,0
item_1047396,cleaning_utilities,class_3046,0
item_1047674,beverages,class_1120,0
item_1047675,beverages,class_1120,0
item_1047679,beverages,class_1120,0
item_1047680,beverages,class_1120,0
item_1047681,beverages,class_1120,0
item_1047682,beverages,class_1120,0
item_1047685,beverages,class_1120,0
item_1047686,beverages,class_1120,0
item_1047690,beverages,class_1120,0
item_1047695,beverages,class_1122,0
item_1047696,beverages,class_1122,0
item_1047698,beverages,class_1122,0
item_1047699,beverages,class_1122,0
item_1047702,beverages,class_1122,0
item_1047703,beverages,class_1122,0
item_1047705,beverages,class_1122,0
item_1047707,beverages,class_1122,0
item_1047709,beverages,class_1122,0
item_1047717,beverages,class_1122,0
item_1047721,beverages,class_1122,0
item_1047733,beverages,class_1124,0
item_1047734,beverages,class_1124,0
item_1047735,beverages,class_1124,0
item_1047740,beverages,class_1124,0
item_1047743,beverages,class_1124,0
item_1047751,beverages,class_1126,0
item_1047752,beverages,class_1126,0
item_1047753,beverages,class_1126,0
item_1047755,beverages,class_1126,0
item_1047756,beverages,class_1126,0
item_1047757,beverages,class_1126,0
item_1047758,beverages,class_1126,0
item_1047772,beverages,class_1126,0
item_1047773,beverages,class_1126,0
item_1047774,beverages,class_1126,0
item_1047775,beverages,class_1126,0
item_1047786,beverages,class_1126,0
item_1047790,beverages,class_1138,0
item_1047793,beverages,class_1138,0
item_1049595,other_utilities,class_6824,0
item_1050142,beverages,class_1124,0
item_1050370,cleaning_utilities,class_3018,0
item_1052022,dairy_items,class_2142,1
item_1052563,grocery_items,class_1040,0
item_1053943,grocery_items,class_1036,0
item_1053944,grocery_items,class_1036,0
item_1053945,grocery_items,class_1036,0
item_1054129,grocery_items,class_1002,0
item_1057033,grocery_items,class_1040,0
item_1057034,grocery_items,class_1040,0
